flight_id,airline_name,source,destination,available_day,departure_time,arrival_time,duration,stops,available_seats,ticket_price,weather_status,delay_prediction
232,Akasa Air,Pune,Ahmedabad,Sunday,18:45,20:15,2h 30m,1,72,21126,Storm,Low Delay Chance
233,Qatar Airways,Pune,Ahmedabad,Sunday,12:30,14:15,2h 45m,0,168,17022,Storm,High Delay Chance
234,Air India,Pune,Ahmedabad,Sunday,21:15,01:30,4h 15m,1,77,14322,Clear,Moderate Delay Chance
235,Air India,Ahmedabad,Pune,Monday,06:30,10:30,4h 0m,0,73,22753,Cloudy,Moderate Delay Chance
236,Akasa Air,Ahmedabad,Pune,Monday,11:30,14:30,3h 0m,0,73,7344,Storm,Low Delay Chance
237,Emirates,Ahmedabad,Pune,Monday,11:45,13:15,2h 30m,1,122,18778,Rainy,Moderate Delay Chance
238,Singapore Airlines,Ahmedabad,Pune,Monday,13:30,18:15,5h 45m,1,50,18884,Rainy,Low Delay Chance
239,Emirates,Ahmedabad,Pune,Tuesday,12:15,13:45,1h 30m,2,174,22477,Storm,Moderate Delay Chance
240,SpiceJet,Ahmedabad,Pune,Tuesday,09:15,12:30,3h 15m,1,170,11552,Storm,High Delay Chance
241,IndiGo,Ahmedabad,Pune,Tuesday,15:30,19:15,4h 45m,1,68,15040,Cloudy,Low Delay Chance
242,Akasa Air,Ahmedabad,Pune,Tuesday,22:45,00:45,2h 0m,2,33,5935,Clear,Low Delay Chance
243,Vistara,Ahmedabad,Pune,Wednesday,09:00,11:45,2h 45m,1,40,23745,Storm,High Delay Chance
244,Qatar Airways,Ahmedabad,Pune,Wednesday,20:00,21:45,1h 45m,0,29,20847,Rainy,High Delay Chance
245,Emirates,Ahmedabad,Pune,Wednesday,14:00,19:45,5h 45m,0,52,6656,Cloudy,Low Delay Chance
246,Air India,Ahmedabad,Pune,Wednesday,11:30,14:00,3h 30m,1,45,15724,Storm,Moderate Delay Chance
247,IndiGo,Ahmedabad,Pune,Wednesday,12:15,15:15,3h 0m,2,33,6563,Storm,Moderate Delay Chance
248,Singapore Airlines,Ahmedabad,Pune,Thursday,07:45,11:15,4h 30m,2,49,20806,Clear,Low Delay Chance
249,IndiGo,Ahmedabad,Pune,Thursday,11:45,14:45,3h 0m,0,96,21294,Clear,Low Delay Chance
250,Emirates,Ahmedabad,Pune,Thursday,15:00,17:15,2h 15m,2,126,6021,Rainy,Low Delay Chance
251,Qatar Airways,Ahmedabad,Pune,Thursday,12:45,17:15,5h 30m,1,60,6069,Rainy,Low Delay Chance
252,Air India,Ahmedabad,Pune,Thursday,08:45,10:45,2h 0m,1,179,23615,Storm,Moderate Delay Chance
253,Akasa Air,Ahmedabad,Pune,Friday,19:45,21:15,2h 30m,2,121,17650,Cloudy,High Delay Chance
254,Qatar Airways,Ahmedabad,Pune,Friday,17:00,22:30,5h 30m,0,43,6188,Rainy,Low Delay Chance
255,Vistara,Ahmedabad,Pune,Saturday,08:00,09:30,1h 30m,1,117,12339,Clear,Low Delay Chance
256,Emirates,Ahmedabad,Pune,Saturday,07:15,11:00,4h 45m,2,167,20291,Storm,Low Delay Chance
257,SpiceJet,Ahmedabad,Pune,Saturday,05:00,08:00,3h 0m,2,178,14130,Storm,Low Delay Chance
258,Singapore Airlines,Ahmedabad,Pune,Saturday,14:45,18:45,4h 0m,2,168,11454,Cloudy,High Delay Chance
259,Akasa Air,Ahmedabad,Pune,Saturday,17:15,19:45,2h 30m,1,93,19658,Cloudy,Low Delay Chance
260,Qatar Airways,Ahmedabad,Pune,Sunday,14:45,15:15,1h 30m,1,88,23981,Storm,High Delay Chance
261,Vistara,Ahmedabad,Pune,Sunday,11:45,12:00,1h 15m,1,26,16466,Rainy,High Delay Chance
262,SpiceJet,Ahmedabad,Pune,Sunday,17:30,21:00,4h 30m,1,177,7960,Rainy,Moderate Delay Chance
263,Singapore Airlines,Bangalore,Kolkata,Monday,17:30,20:15,3h 45m,2,87,14178,Storm,Moderate Delay Chance
264,Vistara,Bangalore,Kolkata,Monday,17:30,18:45,1h 15m,2,164,9395,Clear,High Delay Chance
265,Air India,Bangalore,Kolkata,Monday,19:15,23:45,4h 30m,2,42,16906,Storm,Low Delay Chance
266,SpiceJet,Bangalore,Kolkata,Tuesday,18:45,19:30,1h 45m,2,147,22578,Storm,High Delay Chance
267,Vistara,Bangalore,Kolkata,Tuesday,21:45,02:45,5h 0m,1,162,22958,Clear,Low Delay Chance
268,Emirates,Bangalore,Kolkata,Tuesday,12:30,14:30,2h 0m,2,127,14365,Storm,Low Delay Chance
269,Air India,Bangalore,Kolkata,Tuesday,05:00,08:15,3h 15m,2,157,21784,Cloudy,Moderate Delay Chance
270,Qatar Airways,Bangalore,Kolkata,Wednesday,21:15,00:15,3h 0m,1,51,13180,Storm,Low Delay Chance
271,SpiceJet,Bangalore,Kolkata,Wednesday,08:15,11:45,3h 30m,1,141,10278,Storm,Moderate Delay Chance
272,Emirates,Bangalore,Kolkata,Wednesday,20:00,00:45,4h 45m,1,42,13339,Clear,High Delay Chance
273,Akasa Air,Bangalore,Kolkata,Wednesday,08:00,11:00,3h 0m,2,67,11492,Cloudy,High Delay Chance
274,Emirates,Bangalore,Kolkata,Thursday,19:15,23:30,4h 15m,0,135,16462,Clear,High Delay Chance
275,Akasa Air,Bangalore,Kolkata,Thursday,11:45,16:30,5h 45m,1,26,10538,Cloudy,Moderate Delay Chance
276,SpiceJet,Bangalore,Kolkata,Thursday,07:00,12:15,5h 15m,1,108,9957,Storm,Low Delay Chance
277,Singapore Airlines,Bangalore,Kolkata,Friday,17:45,22:45,5h 0m,1,115,18503,Cloudy,High Delay Chance
278,Akasa Air,Bangalore,Kolkata,Friday,14:00,16:30,2h 30m,0,86,13506,Clear,Low Delay Chance
279,Emirates,Bangalore,Kolkata,Friday,16:15,21:00,5h 45m,1,177,8017,Storm,Moderate Delay Chance
280,Vistara,Bangalore,Kolkata,Friday,10:45,15:00,5h 15m,2,67,19544,Rainy,Low Delay Chance
281,Emirates,Bangalore,Kolkata,Saturday,06:30,07:15,1h 45m,0,74,16081,Storm,Moderate Delay Chance
282,Qatar Airways,Bangalore,Kolkata,Saturday,20:45,00:30,4h 45m,0,46,22026,Clear,Low Delay Chance
283,SpiceJet,Bangalore,Kolkata,Saturday,14:00,17:15,3h 15m,2,98,9011,Storm,High Delay Chance
284,Air India,Bangalore,Kolkata,Sunday,22:00,02:15,4h 15m,1,51,24919,Cloudy,Moderate Delay Chance
285,Akasa Air,Bangalore,Kolkata,Sunday,06:45,09:15,3h 30m,0,137,7346,Cloudy,Low Delay Chance
286,IndiGo,Bangalore,Kolkata,Sunday,16:45,18:00,2h 15m,0,77,5445,Rainy,High Delay Chance
287,Vistara,Bangalore,Kolkata,Sunday,13:15,16:45,3h 30m,1,171,12260,Clear,Low Delay Chance
288,Qatar Airways,Bangalore,Kolkata,Sunday,18:00,21:15,3h 15m,2,58,11681,Cloudy,High Delay Chance
289,SpiceJet,Kolkata,Bangalore,Monday,20:15,01:45,5h 30m,2,131,15793,Storm,Low Delay Chance
290,Qatar Airways,Kolkata,Bangalore,Monday,07:45,12:15,5h 30m,2,119,18399,Storm,Moderate Delay Chance
291,Emirates,Kolkata,Bangalore,Monday,05:00,09:30,4h 30m,0,161,16532,Cloudy,Moderate Delay Chance
292,Singapore Airlines,Kolkata,Bangalore,Monday,11:45,14:15,3h 30m,1,111,21434,Cloudy,High Delay Chance
293,Emirates,Kolkata,Bangalore,Tuesday,19:00,20:15,1h 15m,1,141,3522,Storm,Low Delay Chance
294,Singapore Airlines,Kolkata,Bangalore,Tuesday,09:30,11:00,2h 30m,0,117,11704,Clear,Moderate Delay Chance
295,IndiGo,Kolkata,Bangalore,Tuesday,10:00,14:30,4h 30m,2,84,17565,Clear,High Delay Chance
296,Qatar Airways,Kolkata,Bangalore,Tuesday,08:00,10:45,2h 45m,0,58,22953,Cloudy,High Delay Chance
297,Akasa Air,Kolkata,Bangalore,Tuesday,19:00,20:30,1h 30m,0,133,7831,Storm,Low Delay Chance
298,Qatar Airways,Kolkata,Bangalore,Wednesday,08:00,11:30,3h 30m,1,60,16041,Cloudy,High Delay Chance
299,IndiGo,Kolkata,Bangalore,Wednesday,09:00,14:00,5h 0m,2,67,17921,Rainy,High Delay Chance
300,Emirates,Kolkata,Bangalore,Wednesday,11:15,15:00,4h 45m,0,47,6792,Cloudy,Low Delay Chance
301,Emirates,Kolkata,Bangalore,Thursday,13:00,15:30,2h 30m,2,31,13384,Cloudy,High Delay Chance
302,SpiceJet,Kolkata,Bangalore,Thursday,21:15,01:45,4h 30m,2,38,11342,Storm,Moderate Delay Chance
303,Vistara,Kolkata,Bangalore,Thursday,08:15,12:15,4h 0m,2,28,15332,Rainy,Low Delay Chance
304,Air India,Kolkata,Bangalore,Thursday,17:45,20:00,3h 15m,1,43,4046,Clear,Low Delay Chance
305,Akasa Air,Kolkata,Bangalore,Thursday,13:15,14:15,1h 0m,1,154,12887,Storm,Moderate Delay Chance
306,Air India,Kolkata,Bangalore,Friday,13:00,16:00,3h 0m,2,77,8591,Rainy,Moderate Delay Chance
307,Emirates,Kolkata,Bangalore,Friday,07:30,11:45,4h 15m,0,87,6325,Storm,Low Delay Chance
308,Akasa Air,Kolkata,Bangalore,Friday,19:00,22:15,3h 15m,0,28,7996,Clear,Low Delay Chance
309,Qatar Airways,Kolkata,Bangalore,Friday,20:30,01:00,5h 30m,0,120,7659,Rainy,High Delay Chance
310,Singapore Airlines,Kolkata,Bangalore,Friday,08:00,11:45,3h 45m,1,159,5592,Rainy,High Delay Chance
311,Singapore Airlines,Kolkata,Bangalore,Saturday,21:30,22:15,1h 45m,2,67,15548,Cloudy,Moderate Delay Chance
312,SpiceJet,Kolkata,Bangalore,Saturday,08:00,10:00,2h 0m,0,28,11513,Clear,Moderate Delay Chance
313,Qatar Airways,Kolkata,Bangalore,Sunday,22:45,00:15,2h 30m,0,131,13983,Rainy,Low Delay Chance
314,Air India,Kolkata,Bangalore,Sunday,16:00,21:00,5h 0m,0,82,20400,Clear,Moderate Delay Chance
315,Singapore Airlines,Kolkata,Bangalore,Sunday,07:45,10:15,3h 30m,1,47,21623,Storm,Low Delay Chance
316,IndiGo,Kolkata,Bangalore,Sunday,16:15,19:45,3h 30m,2,87,18701,Rainy,High Delay Chance
317,SpiceJet,Delhi,Chennai,Monday,05:45,06:00,1h 15m,2,113,24338,Clear,Moderate Delay Chance
318,Emirates,Delhi,Chennai,Monday,05:45,08:45,3h 0m,0,160,11304,Storm,Moderate Delay Chance
319,Akasa Air,Delhi,Chennai,Monday,06:15,09:15,3h 0m,0,84,20531,Storm,High Delay Chance
320,Air India,Delhi,Chennai,Monday,16:45,17:45,1h 0m,2,59,24380,Storm,Low Delay Chance
321,Qatar Airways,Delhi,Chennai,Monday,06:45,08:00,2h 15m,1,91,13822,Storm,High Delay Chance
322,Emirates,Delhi,Chennai,Tuesday,07:15,09:15,2h 0m,0,52,8886,Storm,Moderate Delay Chance
323,SpiceJet,Delhi,Chennai,Tuesday,15:45,16:15,1h 30m,0,140,13602,Storm,Moderate Delay Chance
324,Vistara,Delhi,Chennai,Tuesday,08:00,10:30,2h 30m,2,179,4821,Cloudy,Moderate Delay Chance
325,Air India,Delhi,Chennai,Tuesday,09:00,11:30,2h 30m,1,156,5104,Rainy,Moderate Delay Chance
326,IndiGo,Delhi,Chennai,Wednesday,22:15,23:00,1h 45m,0,60,7479,Clear,Low Delay Chance
327,SpiceJet,Delhi,Chennai,Wednesday,12:15,14:00,2h 45m,1,46,22581,Rainy,Low Delay Chance
328,Qatar Airways,Delhi,Chennai,Wednesday,05:00,07:45,2h 45m,0,48,14364,Clear,Low Delay Chance
329,IndiGo,Delhi,Chennai,Thursday,20:00,00:45,4h 45m,0,115,10535,Cloudy,Moderate Delay Chance
330,Air India,Delhi,Chennai,Thursday,13:45,15:45,2h 0m,2,87,24710,Rainy,Moderate Delay Chance
331,Akasa Air,Delhi,Chennai,Thursday,18:45,19:45,1h 0m,1,123,7996,Storm,Low Delay Chance
332,SpiceJet,Delhi,Chennai,Thursday,21:15,02:15,5h 0m,1,116,19218,Storm,Moderate Delay Chance
333,Emirates,Delhi,Chennai,Thursday,21:30,01:00,4h 30m,0,31,13948,Cloudy,Low Delay Chance
334,IndiGo,Delhi,Chennai,Friday,16:15,18:15,2h 0m,0,86,12233,Clear,Low Delay Chance
335,Qatar Airways,Delhi,Chennai,Friday,17:30,19:45,2h 15m,0,176,13920,Rainy,High Delay Chance
336,SpiceJet,Delhi,Chennai,Friday,05:30,10:45,5h 15m,2,73,19629,Rainy,Low Delay Chance
337,Akasa Air,Delhi,Chennai,Friday,20:00,21:00,1h 0m,0,179,10669,Clear,High Delay Chance
338,IndiGo,Delhi,Chennai,Saturday,15:15,18:15,3h 0m,0,62,22722,Cloudy,Low Delay Chance
339,Vistara,Delhi,Chennai,Saturday,21:30,22:00,1h 30m,2,126,22702,Clear,Moderate Delay Chance
340,Akasa Air,Delhi,Chennai,Saturday,14:30,16:45,2h 15m,2,136,24447,Storm,High Delay Chance
341,Air India,Delhi,Chennai,Saturday,15:15,20:45,5h 30m,0,175,9245,Storm,Moderate Delay Chance
342,Emirates,Delhi,Chennai,Saturday,14:15,16:15,2h 0m,2,171,16331,Clear,Low Delay Chance
343,SpiceJet,Delhi,Chennai,Sunday,20:15,23:15,3h 0m,0,113,13969,Cloudy,High Delay Chance
344,Emirates,Delhi,Chennai,Sunday,07:30,11:30,4h 0m,1,78,11676,Clear,Moderate Delay Chance
345,Akasa Air,Delhi,Chennai,Sunday,13:00,14:00,1h 0m,1,137,17251,Cloudy,Moderate Delay Chance
346,IndiGo,Delhi,Chennai,Sunday,20:45,23:30,3h 45m,0,147,22441,Cloudy,Low Delay Chance
347,Air India,Chennai,Delhi,Monday,15:30,16:30,1h 0m,1,68,15803,Cloudy,High Delay Chance
348,Qatar Airways,Chennai,Delhi,Monday,07:00,10:45,3h 45m,2,32,17633,Cloudy,High Delay Chance
349,IndiGo,Chennai,Delhi,Monday,18:15,19:15,1h 0m,1,77,9725,Storm,High Delay Chance
350,Vistara,Chennai,Delhi,Monday,22:30,01:00,3h 30m,0,49,5126,Storm,High Delay Chance
351,Emirates,Chennai,Delhi,Monday,22:45,00:45,2h 0m,1,25,17511,Clear,Moderate Delay Chance
352,SpiceJet,Chennai,Delhi,Tuesday,14:00,18:00,4h 0m,1,126,18931,Storm,High Delay Chance
353,IndiGo,Chennai,Delhi,Tuesday,13:00,18:45,5h 45m,0,119,15999,Rainy,Low Delay Chance
354,Qatar Airways,Chennai,Delhi,Tuesday,19:00,22:45,3h 45m,1,92,10913,Rainy,High Delay Chance
355,Air India,Chennai,Delhi,Tuesday,06:15,07:15,1h 0m,2,113,21242,Storm,High Delay Chance
356,Akasa Air,Chennai,Delhi,Tuesday,12:00,16:45,4h 45m,2,146,22266,Cloudy,Moderate Delay Chance
357,Air India,Chennai,Delhi,Wednesday,21:15,22:00,1h 45m,0,67,10443,Cloudy,Low Delay Chance
358,SpiceJet,Chennai,Delhi,Wednesday,06:45,07:30,1h 45m,0,62,22998,Rainy,Moderate Delay Chance
359,Emirates,Chennai,Delhi,Wednesday,07:00,11:45,4h 45m,2,108,12550,Storm,Low Delay Chance
360,IndiGo,Chennai,Delhi,Wednesday,21:45,22:30,1h 45m,0,62,22066,Clear,Low Delay Chance
361,Akasa Air,Chennai,Delhi,Thursday,22:30,02:00,4h 30m,1,149,22244,Storm,Low Delay Chance
362,Qatar Airways,Chennai,Delhi,Thursday,10:30,14:45,4h 15m,2,180,16663,Clear,Moderate Delay Chance
363,SpiceJet,Chennai,Delhi,Friday,13:30,14:00,1h 30m,1,104,12686,Storm,High Delay Chance
364,IndiGo,Chennai,Delhi,Friday,08:15,10:45,2h 30m,2,138,14014,Rainy,High Delay Chance
365,Emirates,Chennai,Delhi,Friday,18:00,20:45,2h 45m,0,129,19374,Rainy,Low Delay Chance
366,Singapore Airlines,Chennai,Delhi,Friday,21:15,22:45,1h 30m,2,154,16718,Cloudy,High Delay Chance
367,Vistara,Chennai,Delhi,Saturday,11:00,13:00,2h 0m,1,37,15308,Cloudy,Moderate Delay Chance
368,Air India,Chennai,Delhi,Saturday,16:45,21:30,5h 45m,2,56,4501,Cloudy,Moderate Delay Chance
369,Singapore Airlines,Chennai,Delhi,Sunday,16:15,19:15,3h 0m,1,32,16166,Clear,Low Delay Chance
370,Air India,Chennai,Delhi,Sunday,11:15,13:30,2h 15m,1,129,20319,Clear,High Delay Chance
371,SpiceJet,Chennai,Delhi,Sunday,05:45,07:00,2h 15m,2,27,10832,Rainy,High Delay Chance
372,Akasa Air,Chennai,Delhi,Sunday,14:30,18:15,4h 45m,1,142,11757,Cloudy,Moderate Delay Chance
373,Vistara,Chennai,Delhi,Sunday,14:45,19:45,5h 0m,0,155,15762,Rainy,Moderate Delay Chance
374,Singapore Airlines,Mumbai,Hyderabad,Monday,15:30,18:00,3h 30m,1,101,9672,Cloudy,High Delay Chance
375,IndiGo,Mumbai,Hyderabad,Monday,12:00,17:45,5h 45m,2,106,8085,Clear,High Delay Chance
376,Akasa Air,Mumbai,Hyderabad,Tuesday,06:15,09:30,3h 15m,2,161,24416,Storm,High Delay Chance
377,Vistara,Mumbai,Hyderabad,Tuesday,16:30,18:45,2h 15m,1,49,18926,Cloudy,High Delay Chance
378,SpiceJet,Mumbai,Hyderabad,Tuesday,13:15,16:15,3h 0m,0,115,10818,Rainy,Moderate Delay Chance
379,Emirates,Mumbai,Hyderabad,Tuesday,15:30,18:00,3h 30m,1,55,18918,Clear,High Delay Chance
380,Singapore Airlines,Mumbai,Hyderabad,Tuesday,07:45,09:45,2h 0m,2,122,20861,Rainy,Moderate Delay Chance
381,Vistara,Mumbai,Hyderabad,Wednesday,11:30,15:15,4h 45m,0,105,9409,Clear,Moderate Delay Chance
382,Air India,Mumbai,Hyderabad,Wednesday,15:15,18:15,3h 0m,0,140,12462,Cloudy,Low Delay Chance
383,Singapore Airlines,Mumbai,Hyderabad,Thursday,09:45,13:30,4h 45m,1,147,16060,Clear,Low Delay Chance
384,Qatar Airways,Mumbai,Hyderabad,Thursday,22:15,01:15,3h 0m,1,160,9744,Clear,High Delay Chance
385,IndiGo,Mumbai,Hyderabad,Thursday,05:15,07:45,2h 30m,1,58,6865,Storm,High Delay Chance
386,Vistara,Mumbai,Hyderabad,Friday,14:45,19:15,5h 30m,1,59,14730,Storm,Moderate Delay Chance
387,IndiGo,Mumbai,Hyderabad,Friday,11:15,15:15,4h 0m,0,82,7799,Cloudy,High Delay Chance
388,Qatar Airways,Mumbai,Hyderabad,Friday,05:15,06:45,1h 30m,2,34,15794,Rainy,High Delay Chance
389,Singapore Airlines,Mumbai,Hyderabad,Friday,06:00,07:00,1h 0m,0,54,17156,Storm,Moderate Delay Chance
390,Akasa Air,Mumbai,Hyderabad,Saturday,09:15,10:45,1h 30m,1,50,20549,Rainy,High Delay Chance
391,SpiceJet,Mumbai,Hyderabad,Saturday,09:45,10:45,1h 0m,1,54,6982,Storm,Low Delay Chance
392,Akasa Air,Mumbai,Hyderabad,Sunday,11:30,15:00,4h 30m,0,35,21461,Storm,Low Delay Chance
393,Qatar Airways,Mumbai,Hyderabad,Sunday,20:30,22:30,2h 0m,0,47,7118,Storm,Low Delay Chance
394,Singapore Airlines,Mumbai,Hyderabad,Sunday,07:00,08:30,1h 30m,2,84,18466,Rainy,Moderate Delay Chance
395,IndiGo,Hyderabad,Mumbai,Monday,16:30,20:30,4h 0m,0,36,3816,Cloudy,High Delay Chance
396,Singapore Airlines,Hyderabad,Mumbai,Monday,10:30,13:15,3h 45m,2,93,6545,Rainy,Moderate Delay Chance
397,Air India,Hyderabad,Mumbai,Monday,10:00,14:45,4h 45m,1,94,16139,Storm,Moderate Delay Chance
398,Qatar Airways,Hyderabad,Mumbai,Monday,10:00,12:00,2h 0m,0,51,17132,Storm,High Delay Chance
399,Vistara,Hyderabad,Mumbai,Monday,19:15,00:00,5h 45m,1,32,7781,Storm,Moderate Delay Chance
400,Qatar Airways,Hyderabad,Mumbai,Tuesday,06:00,09:30,3h 30m,0,159,22395,Cloudy,High Delay Chance
401,SpiceJet,Hyderabad,Mumbai,Tuesday,15:00,19:15,4h 15m,1,113,24517,Storm,Low Delay Chance
402,IndiGo,Hyderabad,Mumbai,Wednesday,10:45,14:00,4h 15m,0,150,14006,Cloudy,Moderate Delay Chance
403,Emirates,Hyderabad,Mumbai,Wednesday,13:00,18:15,5h 15m,2,121,16714,Cloudy,Low Delay Chance
404,Singapore Airlines,Hyderabad,Mumbai,Thursday,20:45,23:45,3h 0m,1,29,6863,Storm,Moderate Delay Chance
405,Qatar Airways,Hyderabad,Mumbai,Thursday,06:00,07:30,1h 30m,2,168,10278,Storm,Moderate Delay Chance
406,Akasa Air,Hyderabad,Mumbai,Thursday,16:00,18:45,2h 45m,1,168,23808,Storm,High Delay Chance
407,SpiceJet,Hyderabad,Mumbai,Thursday,16:45,17:45,1h 0m,2,81,3571,Rainy,Moderate Delay Chance
408,IndiGo,Hyderabad,Mumbai,Thursday,14:30,15:30,1h 0m,0,151,8102,Storm,Low Delay Chance
409,SpiceJet,Hyderabad,Mumbai,Friday,11:45,13:15,2h 30m,0,131,5023,Clear,Moderate Delay Chance
410,Air India,Hyderabad,Mumbai,Friday,19:15,23:15,4h 0m,2,37,21628,Storm,High Delay Chance
411,IndiGo,Hyderabad,Mumbai,Friday,20:15,01:30,5h 15m,2,57,6893,Storm,High Delay Chance
412,Singapore Airlines,Hyderabad,Mumbai,Friday,15:45,19:00,4h 15m,1,126,14734,Rainy,Moderate Delay Chance
413,Vistara,Hyderabad,Mumbai,Saturday,21:30,02:00,5h 30m,2,166,24228,Cloudy,Low Delay Chance
414,SpiceJet,Hyderabad,Mumbai,Saturday,11:30,14:45,3h 15m,2,70,20011,Rainy,High Delay Chance
415,Akasa Air,Hyderabad,Mumbai,Saturday,08:30,13:15,5h 45m,2,171,17179,Rainy,Moderate Delay Chance
416,Air India,Hyderabad,Mumbai,Sunday,17:15,18:15,1h 0m,0,93,8773,Rainy,High Delay Chance
417,IndiGo,Hyderabad,Mumbai,Sunday,13:15,14:45,1h 30m,0,163,4558,Rainy,Moderate Delay Chance
